A,B,C,D,E,Time
0,29.42,275,659.8,51.4,2020-01-25 09:49:54
0,29.52,276,659.8,53.6,2020-01-25 09:49:59
0,29.51,274,659.8,52,2020-01-25 09:50:03
0,29.64,274,659.8,52,2020-01-25 09:50:07
0,29.77,272,659.8,51.8,2020-01-25 09:50:12
0,29.72,283,659.8,53,2020-01-25 09:50:16
0,29.56,274,659.8,54.1,2020-01-25 09:50:20
0,29.49,274,659.8,52,2020-01-25 09:50:25
0,29.68,274,659.8,54.1,2020-01-25 09:50:29
0,29.76,281,659.8,52,2020-01-25 09:50:33
0,29.74,275,659.8,51.7,2020-01-25 09:50:37
0,29.76,270,659.8,51.7,2020-01-25 09:50:41
0,29.66,278,659.8,52.6,2020-01-25 09:50:46
0,29.43,274,659.8,51.7,2020-01-25 09:50:50
0,29.33,273,659.8,51.8,2020-01-25 09:50:55
0,29.37,274,659.8,54.1,2020-01-25 09:50:59
0,29.13,274,659.8,51.7,2020-01-25 09:51:04
0,28.98,273,659.8,53.3,2020-01-25 09:51:08
0,28.99,273,659.8,51.5,2020-01-25 09:51:12
0,29.1,275,659.8,50.7,2020-01-25 09:51:16
0,28.92,268,659.8,51,2020-01-25 09:51:20
0,28.68,277,659.8,51.7,2020-01-25 09:51:25
0,29.1,274,659.8,53,2020-01-25 09:51:29
0,29.19,274,659.8,51.8,2020-01-25 09:51:34
0,29.26,274,659.8,55.7,2020-01-25 09:51:38
0,29.37,275,659.8,51.8,2020-01-25 09:51:43
0,28.89,275,659.8,54.1,2020-01-25 09:51:47
0,28.34,274,659.8,51.8,2020-01-25 09:51:52
0,28.18,275,659.8,51.5,2020-01-25 09:51:56
0,28.12,277,659.8,52.6,2020-01-25 09:52:01
0,27.89,272,659.8,51.5,2020-01-25 09:52:06
0,27.69,274,659.8,51.7,2020-01-25 09:52:10
0,27.76,276,659.8,53.1,2020-01-25 09:52:14
0,27.83,278,659.8,51.5,2020-01-25 09:52:19
0,27.93,279,659.8,51.7,2020-01-25 09:52:23
0,28.01,277,659.8,51.5,2020-01-25 09:52:27
0,28.05,275,659.8,51.5,2020-01-25 09:52:32
0,28.23,275,659.8,46,2020-01-25 09:52:36
0,28.37,274,659.8,51.8,2020-01-25 09:52:40
0,28.48,274,659.8,52.3,2020-01-25 09:52:44
0,28.47,274,659.8,54.1,2020-01-25 09:52:48
0,28.55,281,659.8,52,2020-01-25 09:52:53
0,28.71,275,659.8,51.7,2020-01-25 09:52:57
0,28.83,275,659.8,53,2020-01-25 09:53:01
0,28.86,284,659.8,52.3,2020-01-25 09:53:05
0,28.85,274,659.8,53,2020-01-25 09:53:10
0,28.84,274,659.8,52.3,2020-01-25 09:53:14
0,28.55,283,659.8,53.1,2020-01-25 09:53:18
0,28.52,276,659.8,54.1,2020-01-25 09:53:23
0,28.73,274,659.8,52,2020-01-25 09:53:27
0,28.81,276,659.8,51.8,2020-01-25 09:53:31
0,29.01,275,659.8,54.3,2020-01-25 09:53:35
0,29.18,274,659.8,51.5,2020-01-25 09:53:40
0,29.35,275,659.8,51.7,2020-01-25 09:53:44
0,29.29,282,659.8,51.5,2020-01-25 09:53:49
0,29.23,278,659.8,51.5,2020-01-25 09:53:53
0,29.08,273,659.8,53.6,2020-01-25 09:53:57
0,29.03,276,659.8,53.1,2020-01-25 09:54:02
0,28.94,273,659.8,51.8,2020-01-25 09:54:06
0,29,276,659.8,51.8,2020-01-25 09:54:10
0,29.15,278,659.8,52.6,2020-01-25 09:54:14
0,29.51,275,659.8,52.3,2020-01-25 09:54:19
0,29.82,276,659.8,52.6,2020-01-25 09:54:23
0,29.8,272,659.8,53.4,2020-01-25 09:54:27
0,29.72,276,659.8,51.5,2020-01-25 09:54:34
0,29.65,275,659.8,54.1,2020-01-25 09:54:39
0,29.77,273,659.8,54.1,2020-01-25 09:54:43
0,29.74,276,659.8,51.4,2020-01-25 09:54:47
0,29.84,272,659.8,51.5,2020-01-25 09:54:52
0,29.7,277,659.8,51.8,2020-01-25 09:54:56
0,29.78,275,659.8,52,2020-01-25 09:55:00
0,29.83,282,659.8,51.5,2020-01-25 09:55:04
0,29.62,275,659.8,51.5,2020-01-25 09:55:09
0,29.61,277,659.8,52.5,2020-01-25 09:55:13
0,29.79,279,659.8,51.8,2020-01-25 09:55:17
0,30,275,659.8,51.5,2020-01-25 09:55:21
0,29.88,272,659.8,54.1,2020-01-25 09:55:25
0,29.9,278,659.8,53.9,2020-01-25 09:55:30
0,30.02,273,659.8,52.3,2020-01-25 09:55:34
0,30.48,274,659.8,51.8,2020-01-25 09:55:39
0,30.55,273,659.8,52,2020-01-25 09:55:43
0,30.77,279,659.8,51.5,2020-01-25 09:55:47
0,30.97,278,659.8,54.1,2020-01-25 09:55:52
0,31.22,278,659.8,53.1,2020-01-25 09:55:56
0,31.53,275,659.8,54.6,2020-01-25 09:56:01
0,31.61,283,659.8,52.5,2020-01-25 09:56:05
0,31.66,274,659.8,52.2,2020-01-25 09:56:10
0,31.45,275,659.8,52.3,2020-01-25 09:56:15
0,31.25,282,659.8,52.2,2020-01-25 09:56:19
0,31.2,272,659.8,52.2,2020-01-25 09:56:23
0,31.08,273,659.8,51.7,2020-01-25 09:56:27
0,31.17,274,659.8,51.7,2020-01-25 09:56:32
0,31.16,275,659.8,53.6,2020-01-25 09:56:36
0,31.26,277,659.8,51.7,2020-01-25 09:56:41
0,31.29,275,659.8,51.5,2020-01-25 09:56:46
0,31.2,273,659.8,52.3,2020-01-25 09:56:50
0,31.14,273,659.8,52,2020-01-25 09:56:55
0,31.06,275,659.8,51.2,2020-01-25 09:56:59
0,31.01,272,659.8,51.8,2020-01-25 09:57:03
0,30.81,274,659.8,51.8,2020-01-25 09:57:08
0,30.86,276,659.8,51.5,2020-01-25 09:57:12
0,30.77,274,659.8,51.8,2020-01-25 09:57:16
0,30.56,274,659.8,53.3,2020-01-25 09:57:20
0,30.43,281,659.8,53,2020-01-25 09:57:25
0,30.59,272,659.8,51.5,2020-01-25 09:57:29
0,30.59,273,659.8,53.3,2020-01-25 09:57:33
0,30.63,273,659.8,51.5,2020-01-25 09:57:37
0,30.56,274,659.8,54.3,2020-01-25 09:57:42
0,30.24,276,659.8,51.7,2020-01-25 09:57:46
0,30.21,275,659.8,53,2020-01-25 09:57:50
0,30.24,272,659.8,52,2020-01-25 09:57:55
0,30.21,272,659.8,51.5,2020-01-25 09:57:59
0,30.15,276,659.8,52,2020-01-25 09:58:04
0,29.98,273,659.8,52,2020-01-25 09:58:08
0,29.78,273,659.8,53.1,2020-01-25 09:58:12
0,29.87,272,659.8,48.6,2020-01-25 09:58:16
0,29.88,273,659.8,54.3,2020-01-25 09:58:21
0,29.87,274,659.8,53,2020-01-25 09:58:25
0,29.98,275,659.8,53.1,2020-01-25 09:58:29
0,29.87,282,659.8,52.8,2020-01-25 09:58:34
0,29.53,278,659.8,51.7,2020-01-25 09:58:39
0,29.2,273,659.8,51.8,2020-01-25 09:58:43
0,29.11,275,659.8,52.2,2020-01-25 09:58:47
0,29.05,276,659.8,57.8,2020-01-25 09:58:51
0,29.28,275,659.8,52.5,2020-01-25 09:58:56
0,29.18,276,659.8,52.6,2020-01-25 09:59:00
0,29.27,274,659.8,51.8,2020-01-25 09:59:04
0,29.48,274,659.8,53.3,2020-01-25 09:59:09
0,29.65,274,659.8,52,2020-01-25 09:59:13
0,29.56,277,659.8,51.8,2020-01-25 09:59:18
0,29.44,273,659.8,52.2,2020-01-25 09:59:22
0,29.11,275,659.8,53.9,2020-01-25 09:59:26
0,29.08,274,659.8,53.8,2020-01-25 09:59:30
0,29.09,275,659.8,53.1,2020-01-25 09:59:35
0,29.16,276,659.8,53.6,2020-01-25 09:59:39
0,29.17,275,659.8,51.5,2020-01-25 09:59:44
0,29.1,277,659.8,51.7,2020-01-25 09:59:48
0,29.22,278,659.8,51.8,2020-01-25 09:59:53
0,29.39,277,659.8,50.5,2020-01-25 09:59:57
0,29.5,278,659.8,51.5,2020-01-25 10:00:01
0,29.67,273,659.8,54.1,2020-01-25 10:00:06
0,29.36,277,659.8,53.1,2020-01-25 10:00:10
0,29.42,277,659.8,51.2,2020-01-25 10:00:19
0,29.52,276,659.8,51.5,2020-01-25 10:00:23
0,29.45,276,659.8,52.8,2020-01-25 10:00:27
0,29.47,274,659.8,52,2020-01-25 10:00:32
0,29.52,277,659.8,52,2020-01-25 10:00:36
0,29.76,278,659.8,53.1,2020-01-25 10:00:41
0,29.93,281,659.8,53.1,2020-01-25 10:00:45
0,30.11,275,659.8,52,2020-01-25 10:00:50
0,30.43,276,659.8,52.3,2020-01-25 10:00:54
0,30.26,283,659.8,51.8,2020-01-25 10:00:59
0,29.77,275,659.8,58.4,2020-01-25 10:01:03
0,29.68,273,659.8,53.1,2020-01-25 10:01:08
0,29.77,274,659.8,53.3,2020-01-25 10:01:12
0,29.86,278,659.8,51.8,2020-01-25 10:01:16
0,29.92,281,659.8,52.3,2020-01-25 10:01:20
0,29.84,274,659.8,52.6,2020-01-25 10:01:25
0,29.75,274,659.8,52.5,2020-01-25 10:01:30
0,29.72,279,659.8,52.2,2020-01-25 10:01:35
0,29.67,275,659.8,52.2,2020-01-25 10:01:39
0,29.43,280,659.8,53,2020-01-25 10:01:44
0,29.47,274,659.8,52.2,2020-01-25 10:01:49
0,29.71,274,659.8,51.5,2020-01-25 10:01:54
0,29.94,277,659.8,51.8,2020-01-25 10:01:58
0,29.85,277,659.8,54.4,2020-01-25 10:02:02
0,29.89,278,659.8,51.7,2020-01-25 10:02:07
0,29.94,275,659.8,52,2020-01-25 10:02:12
0,30.02,274,659.8,52.3,2020-01-25 10:02:16
0,29.81,273,659.8,53.1,2020-01-25 10:02:20
0,29.56,273,659.8,51.5,2020-01-25 10:02:24
0,29.54,272,659.8,53,2020-01-25 10:02:28
0,29.61,283,659.8,52,2020-01-25 10:02:33
0,29.76,277,659.8,54.1,2020-01-25 10:02:37
0,29.77,276,659.8,54.7,2020-01-25 10:02:41
0,29.74,275,659.8,51.7,2020-01-25 10:02:45
0,29.66,277,659.8,53,2020-01-25 10:02:49
0,29.6,272,659.8,53,2020-01-25 10:02:54
0,29.65,274,659.8,53.1,2020-01-25 10:02:58
0,29.83,282,659.8,52,2020-01-25 10:03:02
0,29.83,282,659.8,53.3,2020-01-25 10:03:07
0,29.8,273,659.8,51.8,2020-01-25 10:03:11
0,29.8,279,659.8,51.8,2020-01-25 10:03:15
0,29.86,273,659.8,52,2020-01-25 10:03:20
0,29.89,274,659.8,52.5,2020-01-25 10:03:24
0,30,272,659.8,52.6,2020-01-25 10:03:28
0,30.19,273,659.8,52,2020-01-25 10:03:33
0,30.29,274,659.8,52.6,2020-01-25 10:03:37
0,30.33,275,659.8,53.4,2020-01-25 10:03:42
0,30.43,273,659.8,52,2020-01-25 10:03:47
0,30.36,272,659.8,52.8,2020-01-25 10:03:51
0,30.54,274,659.8,52,2020-01-25 10:03:55
0,30.57,274,659.8,52.2,2020-01-25 10:04:00
0,30.39,293,659.8,53.6,2020-01-25 10:04:04
0,30.35,275,659.8,52.5,2020-01-25 10:04:09
0,30.46,275,659.8,52.2,2020-01-25 10:04:13
0,30.73,276,659.8,53.3,2020-01-25 10:04:18
0,30.81,272,659.8,52.2,2020-01-25 10:04:22
0,30.7,273,659.8,58.3,2020-01-25 10:04:26
0,30.75,278,659.8,51.8,2020-01-25 10:04:30
0,30.78,276,659.8,52,2020-01-25 10:04:34
0,30.73,273,659.8,53.6,2020-01-25 10:04:39
0,30.69,282,659.8,51.7,2020-01-25 10:04:43
0,30.77,276,659.8,52.6,2020-01-25 10:04:48
0,30.93,275,659.8,53.4,2020-01-25 10:04:52
0,30.93,274,659.8,52,2020-01-25 10:04:56
0,30.81,277,659.8,59.6,2020-01-25 10:05:05
0,30.22,277,659.8,52.6,2020-01-25 10:05:10
0,30.26,275,659.8,53.9,2020-01-25 10:05:14
0,30.38,274,659.8,51.8,2020-01-25 10:05:19
0,30.31,274,659.8,51.8,2020-01-25 10:05:23
0,30.38,273,659.8,52.3,2020-01-25 10:05:28
0,30.53,275,659.8,49.4,2020-01-25 10:05:32
0,30.71,273,659.8,53.4,2020-01-25 10:05:37
0,30.63,276,659.8,52.6,2020-01-25 10:05:41
0,30.56,275,659.8,52.6,2020-01-25 10:05:45
0,30.5,279,659.8,52.3,2020-01-25 10:05:49
0,30.07,272,659.8,54.3,2020-01-25 10:05:54
0,29.8,276,659.8,52.2,2020-01-25 10:05:58
0,29.7,275,659.8,52.5,2020-01-25 10:06:02
0,29.75,274,659.8,52.8,2020-01-25 10:06:07
0,29.78,273,659.8,52.3,2020-01-25 10:06:11
0,29.74,278,659.8,51.7,2020-01-25 10:06:16
0,29.72,281,659.8,52.2,2020-01-25 10:06:20
0,29.77,275,659.8,52.3,2020-01-25 10:06:24
0,29.96,274,659.8,53.9,2020-01-25 10:06:28
0,29.93,273,659.8,52,2020-01-25 10:06:33
0,29.9,272,659.8,51.5,2020-01-25 10:06:37
0,29.83,274,659.8,53.8,2020-01-25 10:06:41
0,29.7,275,659.8,53.9,2020-01-25 10:06:46
0,29.39,281,659.8,52,2020-01-25 10:06:50
0,29.35,273,659.8,52,2020-01-25 10:06:54
0,29.33,275,659.8,52.6,2020-01-25 10:06:58
0,29.12,282,659.8,52.2,2020-01-25 10:07:03
0,29.07,275,659.8,51.5,2020-01-25 10:07:07
0,29.11,274,659.8,52,2020-01-25 10:07:11
0,29.28,274,659.8,51.5,2020-01-25 10:07:16
0,29.31,279,659.8,51.2,2020-01-25 10:07:20
0,29.43,274,659.8,58.3,2020-01-25 10:07:24
0,29.57,279,659.8,51.8,2020-01-25 10:07:28
0,29.63,275,659.8,48,2020-01-25 10:07:33
0,29.89,274,659.8,52.2,2020-01-25 10:07:37
0,30.03,274,659.8,51.8,2020-01-25 10:07:41
0,30.03,273,659.8,52.6,2020-01-25 10:07:45
0,30.18,275,659.8,53.4,2020-01-25 10:07:50
0,30.36,277,659.8,50.4,2020-01-25 10:07:54
0,30.35,272,659.8,52.3,2020-01-25 10:07:59
0,30.36,277,659.8,52.3,2020-01-25 10:08:03
0,30.44,274,659.8,51.7,2020-01-25 10:08:07
0,30.5,273,659.8,54.6,2020-01-25 10:08:12
0,30.5,276,659.8,53.9,2020-01-25 10:08:17
0,30.57,273,659.8,54.1,2020-01-25 10:08:21
0,30.57,272,659.8,52.2,2020-01-25 10:08:25
0,30.66,274,659.8,55.4,2020-01-25 10:08:30
0,30.74,273,659.8,53.4,2020-01-25 10:08:35
0,30.66,275,659.8,52.8,2020-01-25 10:08:39
0,30.75,275,659.8,52.6,2020-01-25 10:08:44
0,30.87,281,659.8,52.5,2020-01-25 10:08:48
0,31.02,275,659.8,54.4,2020-01-25 10:08:52
0,31.07,278,659.8,53,2020-01-25 10:08:57
0,31.08,277,659.8,52.6,2020-01-25 10:09:01
0,31.14,276,659.8,52.5,2020-01-25 10:09:06
0,31.05,275,659.8,53,2020-01-25 10:09:10
0,30.96,276,659.8,52.5,2020-01-25 10:09:14
0,30.89,272,659.8,51.8,2020-01-25 10:09:24
0,30.68,277,659.8,52.2,2020-01-25 10:09:28
0,30.67,275,659.8,53.3,2020-01-25 10:09:32
0,30.63,276,659.8,51.8,2020-01-25 10:09:37
0,30.73,279,659.8,52.5,2020-01-25 10:09:41
0,30.89,274,659.8,53,2020-01-25 10:09:46
0,30.94,278,659.8,52.6,2020-01-25 10:09:51
0,30.9,275,659.8,52,2020-01-25 10:09:55
0,30.77,275,659.8,54.1,2020-01-25 10:09:59
0,30.58,281,659.8,53.3,2020-01-25 10:10:03
0,30.91,276,659.8,52.3,2020-01-25 10:10:08
0,28.5,277,659.8,53,2020-01-25 10:10:12
0,31.01,275,659.8,53.1,2020-01-25 10:10:17
0,31,273,659.8,51.8,2020-01-25 10:10:21
0,30.37,279,659.8,52.2,2020-01-25 10:10:25
0,30.18,272,659.8,53,2020-01-25 10:10:29
0,30.05,278,659.8,53,2020-01-25 10:10:34
0,29.93,275,659.8,52,2020-01-25 10:10:38
0,29.79,272,659.8,52.8,2020-01-25 10:10:42
0,29.73,274,659.8,53,2020-01-25 10:10:46
0,29.7,269,659.8,52.8,2020-01-25 10:10:50
0,29.87,271,659.8,53.1,2020-01-25 10:10:55
0,30.2,274,659.8,52.6,2020-01-25 10:10:59
0,30.46,272,659.8,52,2020-01-25 10:11:04
0,30.75,272,659.8,52.5,2020-01-25 10:11:09
0,31.43,275,659.8,56.7,2020-01-25 10:11:13
0,31.21,272,659.8,52.6,2020-01-25 10:11:20
0,28.17,272,659.8,52,2020-01-25 10:11:24
0,28,272,659.8,53.3,2020-01-25 10:11:29
0,28.47,272,659.8,52,2020-01-25 10:11:33
0,28.37,272,659.8,52.2,2020-01-25 10:11:38
0,29.51,272,659.8,51.7,2020-01-25 10:11:42
0,31.44,272,659.8,53.6,2020-01-25 10:11:47
0,31.45,271,659.8,53.4,2020-01-25 10:11:51
0,31.52,272,659.8,52,2020-01-25 10:11:55
0,31.57,271,659.8,51.5,2020-01-25 10:12:00
0,31.67,273,659.8,52,2020-01-25 10:12:04
0,31.62,272,659.8,52.6,2020-01-25 10:12:08
0,31.45,275,659.8,54.1,2020-01-25 10:12:13
0,31.37,279,659.8,52.3,2020-01-25 10:12:17
0,31.42,288,659.8,53.8,2020-01-25 10:12:21
0,31.43,280,659.8,54.1,2020-01-25 10:12:26
0,31.33,282,659.8,53.6,2020-01-25 10:12:31
0,31.08,282,659.8,52.5,2020-01-25 10:12:35
0,30.82,279,659.8,52.3,2020-01-25 10:12:39
0,30.65,281,659.8,52.5,2020-01-25 10:12:43
0,30.69,281,659.8,51.8,2020-01-25 10:12:47
0,30.79,282,659.8,53.1,2020-01-25 10:12:51
0,30.85,281,659.8,53.9,2020-01-25 10:12:56
0,30.85,281,659.8,52.6,2020-01-25 10:13:00
0,30.89,288,659.8,57.6,2020-01-25 10:13:05
0,30.95,277,659.8,52.2,2020-01-25 10:13:09
0,31.01,277,659.8,51.7,2020-01-25 10:13:14
0,31.08,283,659.8,52,2020-01-25 10:13:18
0,31.05,277,659.8,54.3,2020-01-25 10:13:22
0,30.98,277,659.8,52.3,2020-01-25 10:13:26
0,30.8,276,659.8,53.3,2020-01-25 10:13:31
0,30.71,278,659.8,52.2,2020-01-25 10:13:35
0,30.73,277,659.8,52.5,2020-01-25 10:13:39
0,30.71,278,659.8,52,2020-01-25 10:13:43
0,30.75,288,659.8,53.1,2020-01-25 10:13:47
0,30.84,282,659.8,53,2020-01-25 10:13:52
0,30.8,283,659.8,53.3,2020-01-25 10:13:56
0,30.72,290,659.8,52,2020-01-25 10:14:00
0,30.76,281,659.8,51.8,2020-01-25 10:14:04
0,30.77,281,659.8,51.5,2020-01-25 10:14:09
0,30.74,282,659.8,52.3,2020-01-25 10:14:13
0,30.66,279,659.8,51.7,2020-01-25 10:14:17
0,30.65,283,659.8,54.1,2020-01-25 10:14:21
0,30.57,276,659.8,50.7,2020-01-25 10:14:25
0,30.64,278,659.8,52.6,2020-01-25 10:14:30
0,30.77,279,659.8,53.1,2020-01-25 10:14:34
0,30.75,287,659.8,53,2020-01-25 10:14:38
0,30.7,278,659.8,52,2020-01-25 10:14:42
0,30.86,279,659.8,52,2020-01-25 10:14:46
0,31.09,277,659.8,53.1,2020-01-25 10:14:51
0,31.24,279,659.8,54.9,2020-01-25 10:14:55
0,31.37,279,659.8,52.2,2020-01-25 10:14:59
0,31.69,278,659.8,52.3,2020-01-25 10:15:03
0,31.66,277,659.8,53.8,2020-01-25 10:15:07
0,31.57,279,659.8,52,2020-01-25 10:15:12
0,32,278,659.8,53.8,2020-01-25 10:15:16
0,32.02,275,659.8,53.9,2020-01-25 10:15:20
0,32,276,659.8,51.5,2020-01-25 10:15:24
0,32.04,277,659.8,52,2020-01-25 10:15:29
0,32.13,275,659.8,52.5,2020-01-25 10:15:33
0,32.3,276,659.8,51.5,2020-01-25 10:15:37
0,32.36,274,659.8,52.6,2020-01-25 10:15:41
0,32.36,273,659.8,51.5,2020-01-25 10:15:46
0,32.45,272,659.8,52,2020-01-25 10:15:50
0,32.48,276,659.8,52.5,2020-01-25 10:15:54
0,32.38,273,659.8,53.4,2020-01-25 10:15:58
0,32.47,274,659.8,53.1,2020-01-25 10:16:02
0,32.33,278,659.8,53.3,2020-01-25 10:16:07
0,32.05,273,659.8,54.9,2020-01-25 10:16:13
0,31.71,274,659.8,51.8,2020-01-25 10:16:18
0,31.7,272,659.8,52.5,2020-01-25 10:16:22
0,31.83,276,659.8,52.3,2020-01-25 10:16:26
0,31.89,272,659.8,54.1,2020-01-25 10:16:30
0,31.59,272,659.8,52,2020-01-25 10:16:35
0,31.42,272,659.8,53.8,2020-01-25 10:16:39
0,31.34,273,659.8,52.3,2020-01-25 10:16:43
0,31.35,272,659.8,52,2020-01-25 10:16:47
0,31.5,276,659.8,52.5,2020-01-25 10:16:51
0,31.58,273,659.8,53,2020-01-25 10:16:56
0,31.87,274,659.8,52.3,2020-01-25 10:17:00
0,32.21,273,659.8,54.1,2020-01-25 10:17:04
0,32.35,272,659.8,52.6,2020-01-25 10:17:08
0,32.6,272,659.8,52,2020-01-25 10:17:13
0,32.72,273,659.8,52.6,2020-01-25 10:17:17
0,32.53,276,659.8,52.2,2020-01-25 10:17:21
0,32.3,272,659.8,52.5,2020-01-25 10:17:25
0,32.19,281,659.8,53,2020-01-25 10:17:30
0,32.18,276,659.8,53.3,2020-01-25 10:17:34
0,32.09,273,659.8,53,2020-01-25 10:17:38
0,32.13,275,659.8,52.5,2020-01-25 10:17:42
0,32.11,272,659.8,52.6,2020-01-25 10:17:47
0,32.3,274,659.8,52.3,2020-01-25 10:17:51
0,32.22,274,659.8,52.5,2020-01-25 10:17:55
0,32.08,275,659.8,52.5,2020-01-25 10:18:00
0,32.02,280,659.8,52.2,2020-01-25 10:18:05
0,32.02,273,659.8,52.5,2020-01-25 10:18:09
0,32.05,273,659.8,52.3,2020-01-25 10:18:14
0,32.3,273,659.8,52.2,2020-01-25 10:18:18
0,32.39,274,659.8,52,2020-01-25 10:18:22
0,32.46,274,659.8,54.6,2020-01-25 10:18:26
0,32.59,275,659.8,53,2020-01-25 10:18:30
0,32.63,273,659.8,52.5,2020-01-25 10:18:35
0,32.76,273,659.8,53.6,2020-01-25 10:18:39
0,32.75,272,659.8,52.6,2020-01-25 10:18:43
0,32.66,273,659.8,54.1,2020-01-25 10:18:47
0,32.78,272,659.8,52,2020-01-25 10:18:51
0,32.89,273,659.8,54.1,2020-01-25 10:18:56
0,32.82,274,659.8,54.1,2020-01-25 10:19:00
0,32.49,273,659.8,52.5,2020-01-25 10:19:04
0,32.52,274,659.8,53.6,2020-01-25 10:19:08
0,32.41,275,659.8,53,2020-01-25 10:19:13
0,32.2,274,659.8,52.2,2020-01-25 10:19:17
0,32.22,274,659.8,53,2020-01-25 10:19:21
0,32.32,272,659.8,58.9,2020-01-25 10:19:25
0,32.33,272,659.8,53.1,2020-01-25 10:19:29
0,32.56,273,659.8,52.6,2020-01-25 10:19:34
0,32.73,272,659.8,53.3,2020-01-25 10:19:38
0,33.11,274,659.8,51.5,2020-01-25 10:19:42
0,32.71,273,659.8,52.8,2020-01-25 10:19:46
0,32.7,278,659.8,51.7,2020-01-25 10:19:51
0,32.74,275,659.8,53.8,2020-01-25 10:19:55
0,30.31,276,659.8,53.1,2020-01-25 10:19:59
0,30.06,281,659.8,55.1,2020-01-25 10:20:03
0,30.21,273,659.8,52.8,2020-01-25 10:20:09
0,33.18,274,659.8,53.3,2020-01-25 10:20:13
0,33.18,273,659.8,49.1,2020-01-25 10:20:18
0,33.2,274,659.8,52.3,2020-01-25 10:20:22
0,33.27,273,659.8,53.6,2020-01-25 10:20:26
0,33.36,279,659.8,53.9,2020-01-25 10:20:30
0,33.45,274,659.8,52.3,2020-01-25 10:20:35
0,33.53,272,659.8,54.1,2020-01-25 10:20:39
0,33.66,276,659.8,53.4,2020-01-25 10:20:43
0,33.74,274,659.8,52.3,2020-01-25 10:20:47
0,33.76,274,659.8,54.1,2020-01-25 10:20:52
0,33.75,272,659.8,52.6,2020-01-25 10:20:56
0,33.76,273,659.8,53.8,2020-01-25 10:21:00
0,33.68,273,659.8,54.1,2020-01-25 10:21:04
0,33.82,278,659.8,54.1,2020-01-25 10:21:09
0,33.78,273,659.8,53.6,2020-01-25 10:21:13
0,33.44,273,659.8,51,2020-01-25 10:21:17
0,33.21,274,659.8,53,2020-01-25 10:21:21
0,32.75,272,659.8,53.8,2020-01-25 10:21:25
0,31.85,273,659.8,52.3,2020-01-25 10:21:30
0,31.69,273,659.8,53.3,2020-01-25 10:21:34
0,29.26,276,659.8,53.8,2020-01-25 10:21:38
0,29.28,272,659.8,52.5,2020-01-25 10:21:42
0,29.46,274,659.8,53.8,2020-01-25 10:21:47
0,29.42,273,659.8,55.7,2020-01-25 10:21:51
0,29.43,273,659.8,53.3,2020-01-25 10:21:55
0,29.55,275,659.8,53.3,2020-01-25 10:21:59
0,29.59,274,659.8,53,2020-01-25 10:22:03
0,29.85,275,659.8,52.3,2020-01-25 10:22:08
0,30.04,274,659.8,52.6,2020-01-25 10:22:12
0,29.99,279,659.8,52.3,2020-01-25 10:22:16
0,29.81,274,659.8,53.3,2020-01-25 10:22:21
0,29.71,273,659.8,52.5,2020-01-25 10:22:25
0,31.37,273,659.8,52.3,2020-01-25 10:22:29
0,31.23,272,659.8,53.3,2020-01-25 10:22:36
0,31.12,273,659.8,52.3,2020-01-25 10:22:40
0,31.14,272,659.8,52.2,2020-01-25 10:22:44
0,31.25,272,659.8,53,2020-01-25 10:22:49
0,31.43,272,659.8,55.1,2020-01-25 10:22:53
0,31.51,272,659.8,52.3,2020-01-25 10:22:57
0,31.72,272,659.8,52.5,2020-01-25 10:23:01
0,31.96,272,659.8,52.3,2020-01-25 10:23:05
0,31.53,278,659.8,52.5,2020-01-25 10:23:10
0,31.6,274,659.8,53.1,2020-01-25 10:23:14
0,31.65,280,659.8,52.3,2020-01-25 10:23:18
0,31.64,273,659.8,54.1,2020-01-25 10:23:22
0,31.61,272,659.8,52.5,2020-01-25 10:23:27
0,31.63,273,659.8,52.5,2020-01-25 10:23:31
0,31.71,274,659.8,51.8,2020-01-25 10:23:35
0,31.79,272,659.8,52,2020-01-25 10:23:39
0,31.89,273,659.8,52.5,2020-01-25 10:23:44
0,31.9,277,659.8,52.2,2020-01-25 10:23:48
0,31.85,274,659.8,53.6,2020-01-25 10:23:52
0,31.77,274,659.8,54.1,2020-01-25 10:23:56
0,31.78,273,659.8,53.8,2020-01-25 10:24:01
0,31.95,274,659.8,53.1,2020-01-25 10:24:05
0,32.04,272,659.8,53,2020-01-25 10:24:09
0,32.4,273,659.8,46.2,2020-01-25 10:24:13
0,32.5,272,659.8,52.6,2020-01-25 10:24:18
0,32.56,272,659.8,53.3,2020-01-25 10:24:22
0,32.7,272,659.8,53.1,2020-01-25 10:24:26
0,32.84,281,659.8,53.8,2020-01-25 10:24:31
0,32.9,274,659.8,52.8,2020-01-25 10:24:35
0,33,272,659.8,52.6,2020-01-25 10:24:39
0,33,272,659.8,53.3,2020-01-25 10:24:44
0,32.92,272,659.8,52.5,2020-01-25 10:24:48
0,32.96,280,659.8,53.4,2020-01-25 10:24:52
0,32.93,274,659.8,54.3,2020-01-25 10:24:56
0,33,272,659.8,52.8,2020-01-25 10:25:00
0,32.8,277,659.8,53.6,2020-01-25 10:25:05
0,32.65,280,659.8,52.5,2020-01-25 10:25:09
0,32.56,283,659.8,52.5,2020-01-25 10:25:18
0,32.41,272,659.8,53.1,2020-01-25 10:25:22
0,32.62,274,659.8,52.5,2020-01-25 10:25:27
0,32.98,273,659.8,53.8,2020-01-25 10:25:31
